# Stock Analysis Data Export
# Symbol: AAPL
# Export Date: 2025-08-30T21:45:17.782461
# Data Points: 434
# Date Range: 2024-01-02 to 2025-08-29
# Features: 50 technical indicators included
#
,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Price_Range,Price_Change,MA_5,MA_5_Signal,MA_10,MA_10_Signal,MA_20,MA_20_Signal,MA_50,MA_50_Signal,MA_100,MA_100_Signal,MA_200,MA_200_Signal,EMA_12,EMA_26,RSI_14,RSI_7,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,Williams_R_14,Williams_R_21,Momentum_5,ROC_5,Momentum_10,ROC_10,Momentum_20,ROC_20,Volatility_10,Volatility_30,Volume_MA_10,Volume_Ratio,Price_Volume,Support,Resistance,Trend_5,Trend_20
2024-03-08,169.5126953125,172.461520502,167.7354646318,167.7950344094,76267000,0.010236603700000001,0.0101845645,4.7260558702,1.7176609031,169.5961029053,-1,174.714352417,-1,178.4822937012,-1,,-1,,-1,,-1,174.3951246382,178.3795333194,25.4660172868,12.2260706555,-3.9844086812,-2.7465856407,-1.2378230405,189.7278611467,178.4822937012,167.2367262557,22.491134891,0.10119405120000001,-86.4653700801,-89.581480193,-8.8663482666,-4.9705100379000005,-11.7059631348,-6.4595794026,-17.990814209,-9.594921319000001,0.0123579323,0.0103538086,74764820.0,1.02009207,12928224733.398438,167.2886856572,187.3247948043,-1,-1
2024-03-11,171.5182952881,173.1366782624,170.8232893068,171.7069430152,60139500,0.0118315621,0.0117621164,2.3133889556,-0.1886477271,169.1294525146,1,173.879347229,-1,177.767427063,-1,182.8019186401,-1,,-1,,-1,173.9524311388,177.8602210905,32.2878456808,24.1934828196,-3.9077899517,-2.9788298176,-0.9289601341,188.8669484757,177.767427063,166.6679056503,22.1990428254,0.21849544040000002,-74.2599134301,-78.8900649332,-2.3332519531,-1.3420944422,-8.3500518799,-4.6423131203,-14.2973327637,-7.6943650615,0.013645260900000001,0.0107443803,76692030.0,0.7841688374,10315024519.477844,167.2886856572,184.8823285757,-1,-1
2024-03-12,171.9948730469,172.7891721101,169.7907003427,171.9154416256,59825400,0.0027785826,0.0027747295000000003,2.9984717673,0.0794314213,169.7470184326,1,172.9460479736,-1,177.1811378479,-1,182.5601864624,-1,,-1,,-1,173.6512082652,177.4170008653,31.5167908722,28.4082640346,-3.7657926001,-3.1362241712,-0.6295684289,188.1950406622,177.1811378479,166.1672350336,22.0278056287,0.2645582638,-71.3596096576,-73.250637111,3.0878295898,1.8281236393,-9.3329925537,-5.1470260915,-11.7257843018,-6.3823984036,0.0131869653,0.0103680786,77242680.0,0.7745122256,10289662077.978516,167.2886856572,184.207171072,1,-1
2024-03-13,169.909866333,171.9551763303,169.5424940913,171.5381727032,52488700,-0.0121224934,-0.0121965701,2.4126822391,-1.6283063702,170.1461547852,-1,171.9243865967,-1,176.5347808838,-1,182.3043203735,-1,,-1,,-1,173.0755200241,176.8505626082,23.133120022,34.0305785594,-3.775042584,-3.2639890209,-0.5110535632000001,187.6677642637,176.5347808838,165.4017975038,22.2659667599,0.20246454500000002,-84.0483109794,-84.5070015931,1.9956817627,1.1885129108,-10.2166137695,-5.6719110726,-12.9271392822,-7.0703079165,0.0133667426,0.0100448149,77596160.0,0.6764342462,8918348000.993347,167.2886856572,183.7206802403,1,-1
2024-03-14,171.7665405273,173.0671980345,170.8233168897,171.6771858475,72913500,0.0109274066,0.0108681339,2.2438811448,0.0893546799,170.9404541016,1,171.1549133301,1,175.995652771,-1,182.1319946289,-1,,-1,,-1,172.874109796,176.4674846013,30.6974848466,65.4508787378,-3.5933748054,-3.3298666592,-0.2635081462,186.9451216906,175.995652771,165.0461838514,21.8989378393,0.3068804855,-70.7711358848,-72.7491702394,3.9714965820000003,2.3668735909,-7.694732666,-4.2876842057,-10.7825622559,-5.9066640654,0.014377032500000001,0.009923389500000001,71219250.0,1.0237892143,12524099652.740479,167.2886856572,183.7206802403,1,-1
2024-03-15,171.3892211914,171.3892211914,169.0758321838,169.9495626656,121752700,-0.0021966987,-0.002199115,2.3133890076,1.4396585258,171.3157592773,1,170.4559310913,1,175.5146064758,-1,181.9666003418,-1,,-1,,-1,172.6456377833,176.0853278808,31.9678770116,70.1148917679,-3.4396900974,-3.3518314752,-0.0878586222,186.3815295238,175.5146064758,164.6476834279,21.7338460959,0.31018613700000003,-73.2340597441,-75.0454181722,1.8765258788999999,1.1070120002,-6.9898223877,-3.9185221803,-9.6209259033,-5.3151307027,0.0143762508,0.0099080031,76038210.0,1.6012041841,20867100430.950928,167.2886856572,183.7206802403,1,-1
2024-03-18,172.4813842773,176.4429411844,172.2828132997,174.3181999083,75604200,0.0063724141,0.0063521961000000005,4.1601278848,-1.836815631,171.5083770752,1,170.3189147949,1,175.088168335,-1,181.7361843872,-1,,-1,,-1,172.6203654288,175.8144382512,30.8880219785,74.3801062448,-3.1940728224,-3.3202795971,0.1262067747,185.713758686,175.088168335,164.4625779839,21.2511807022,0.3773346246,-64.2515735948,-68.398853871,0.9630889893000001,0.5615080232,-1.3701629639,-0.788122387,-8.5287628174,-4.7117595087,0.0124857636,0.0097797812,75447620.0,1.0020753471,13040317073.181152,167.2886856572,183.7206802403,1,-1
2024-03-19,174.8245544434,175.3507743405,171.796297861,173.0969551595,55215200,0.0135850612,0.0134936116,3.5544764795,1.7275992839,172.0743133545,1,170.9106658936,1,174.8161216736,1,181.5609616089,-1,,-1,,-1,172.9595007761,175.740114917,39.0842187737,75.9456518499,-2.7806141409,-3.212346102,0.4317319611,185.1584183546,174.8161216736,164.4738249926,20.6845933619,0.5004076836,-46.0938878186,-54.1390502046,2.8296813965,1.6452126429,5.9175109863,3.5034128034,-5.4409332275,-3.0182889126,0.008580494900000001,0.0100129587,71455900.0,0.7727171584,9652972738.500977,167.2886856572,183.7206802403,1,-1
2024-03-20,177.3961029053,177.3961029053,173.84162605,174.467139075,53423100,0.0147093094,0.0146021768,3.5544768553,2.9289638303,173.5715606689,1,171.8588577271,1,174.6349227905,1,181.4163461304,-1,,-1,,-1,173.6421049281,175.8643259704,46.0576225667,77.2058761212,-2.2222210423,-3.0143204974,0.7920994551,184.6410815733,174.6349227905,164.6287640077,20.0123175656,0.6379740305,-15.4484659664,-38.4894073758,7.4862365723,4.4060046269,9.481918335,5.6468834716,-3.6239776611,-2.001975499,0.0085547933,0.0104756229,69939440.0,0.7638479805,9477049745.118713,167.2886856572,183.7206802403,1,-1
2024-03-21,170.148147583,176.2245230182,169.6219276315,175.7876577415,106181300,-0.0408574664,-0.041715587900000003,6.6025953867,-5.6395101585,173.2478820801,-1,172.0941680908,-1,173.9895584106,-1,181.1386706543,-1,,-1,,-1,173.1045397251,175.4359710446,37.2813818028,44.745810393,-2.3314313194,-2.8777423347,0.5463110153,183.3533350186,173.9895584106,164.6257818027,18.7275532159,0.2948791931,-71.7092719574,-82.5982055233,-1.6183929443,-0.9422050065,2.3531036377,1.402367783,-12.9072875977,-7.051026693,0.0170334346,0.012659757800000001,73381060.0,1.446985094,18066551502.955627,167.2886856572,183.7206802403,-1,-1
2024-03-22,171.051651001,171.8161651815,168.847478278,170.535354333,71160100,0.0053100985,0.0052960496,2.9686869035,0.5162966680000001,173.180368042,-1,172.2480636597,-1,173.4812080383,-1,180.872520752,-1,,-1,,-1,172.7886941335,175.1077053403,45.1278483769,53.4826787603,-2.3190112068,-2.7659958951,0.44698468830000004,182.2793477259,173.4812080383,164.6830683508,17.5962793751,0.36192779820000004,-62.7702582034,-77.0997651885,-0.3375701904,-0.1969611555,1.5389556885,0.9078704611,-10.1670074463,-5.6103535549,0.0168234724,0.0126852392,72870370.0,0.9765299668,12172052590.394592,167.2886856572,182.608661324,-1,-1
2024-03-25,169.6318664551,170.7140912524,168.2418391939,169.3538640328,54288300,-0.0083003265,-0.008334966000000001,2.4722520585,0.2780024222,172.6104644775,-1,172.0594207764,-1,172.9693840027,-1,180.5779751587,-1,,-1,,-1,172.3030067933,174.6980418684,51.4376300622,43.3105151216,-2.3950350751,-2.6918036174,0.2967685423,181.3857477857,172.9693840027,164.5530202197,16.8327275661,0.3017244957,-76.8172151169,-84.7050618824,-2.8495178223,-1.6520726768,-1.886428833,-1.0998411743,-10.2364807129,-5.6910962235,0.0165907172,0.012674393,72285250.0,0.7510287368,9209025655.673218,167.2886856572,182.608661324,-1,-1
2024-03-26,168.4999847412,170.1977840618,168.3709067853,168.7879103929,57388400,-0.0066725771,-0.006694938300000001,1.8268772764999999,-0.2879256517,171.3455505371,-1,171.7099319458,-1,172.3279899597,-1,180.3062072754,-1,,-1,,-1,171.7179045172,174.2346894881,51.155516628,41.3547717255,-2.5167849709,-2.6567998452,0.1400148743,179.9830631393,172.3279899597,164.6729167801,15.3101463592,0.249969391,-88.0157407747,-92.0933354574,-6.3245697021,-3.6176667072,-3.4948883057,-2.0319723744,-12.8278808594,-7.0744123176,0.016622021,0.012597839900000001,72041550.0,0.7966014057,9669944524.32251,167.2886856572,181.8143561336,-1,-1
2024-03-27,172.0742950439,172.3622358242,168.8971141152,169.1949781413,60273300,0.021212526000000002,0.0209906722,3.4651217091,2.8793169027000003,170.2811889648,1,171.9263748169,1,171.9253807068,1,180.1247659302,-1,,-1,,-1,171.7727355703,174.0732937397,57.4284438318,48.9394383901,-2.3005581694,-2.5855514402,0.2849932707,178.6430983482,171.9253807068,165.2076630654,13.4354352828,0.5110837002,-55.0875388424,-67.0541239767,-5.3218078613,-2.9999575944,2.1644287109,1.2738687621,-8.0521850586,-4.4702950138,0.0176598308,0.013329380200000001,72820010.0,0.8277024406,10371485607.472229,167.2886856572,181.2683040737,-1,-1
2024-03-28,170.2573394775,171.0019919606,169.2942543875,170.5254186134,65672700,-0.0105591342,-0.010615277400000001,1.7077375731000002,-0.2680791359,170.3030273437,-1,171.7754547119,-1,171.465184021,-1,179.7889849854,-1,,-1,,-1,171.5395914447,173.7883969352,51.288202471700004,37.7659117904,-2.2488054905,-2.5182021974,0.2693967069,177.1980768363,171.465184021,165.7322912057,11.4657856306,0.394656626,-77.9829339943,-78.7644145078,0.1091918945,0.06417460080000001,-1.5092010498000001,-0.8786350620000001,-9.2039337158,-5.1286461709,0.0176801664,0.0134216514,72095930.0,0.910907176,11181259178.30658,167.2886856572,179.2428357073,1,-1
2024-03-29,170.2573394775,171.0019919606,169.2942543875,170.5254186134,65672700,0.0,0.0,1.7077375731000002,-0.2680791359,170.1441650391,1,171.6622665405,-1,171.0590988159,-1,179.39509552,-1,,-1,,-1,171.3423174256,173.524924565,47.6559415265,27.8222006481,-2.1826071394,-2.4510831436,0.2684760042,175.7935885228,171.0590988159,166.324609109,9.4689794138,0.4153277979,-77.9829339943,-75.166332965,-0.7943115234,-0.4643693988,-1.1318817139,-0.6604159270000001,-8.1217041016,-4.5530595627,0.0176736974,0.013375596200000001,66487930.0,0.9877386768,11181259178.30658,167.2886856572,177.3961029053,-1,-1
2024-04-01,168.8177032471,170.0290059908,168.2716216577,169.9694362083,46240500,-0.0084556486,-0.0084916004,1.7573843331,-1.1517329613,169.9813323975,-1,171.2958984375,-1,170.8074066162,-1,178.9262051392,-1,,-1,,-1,170.9539077713,173.173882028,44.2979537492,43.5327870312,-2.2199742568,-2.4048613431,0.1848870863,175.4511850766,170.8074066162,166.1636281558,9.2875569208,0.2857667645,-93.7093351102,-84.8723214614,-0.8141632080000001,-0.479958881,-3.6636810303000003,-2.1241022883,-5.0338439941,-2.8954841496,0.0176531959,0.013422054800000001,63551560.0,0.7276060572,7806215006.996155,167.2886856572,177.3961029053,-1,-1
2024-04-02,167.6361846924,168.1326197443,167.0305333231,167.8744789713,49329500,-0.0069987835,-0.0070233899,1.1020864212,-0.23829427890000002,169.8085723877,-1,170.5770614624,-1,170.743863678,-1,178.4081008911,-1,,-1,,-1,170.4434805263,172.7611133748,45.782671503,33.8345408535,-2.3176328485,-2.3874156371,0.0697827886,175.5297362344,170.743863678,165.9579911215,9.5717451129,0.1753278583,-94.1570854884,-94.1570854884,-0.8638000488,-0.5126410250000001,-7.188369751,-4.1117620885,-1.2708587646,-0.7524012845,0.0168137717,0.0134463016,62962990.0,0.783468193,8269409172.782898,167.0305333231,177.3961029053,-1,-1
2024-04-03,168.4403839111,169.4630387656,167.378020924,167.5865151332,47691700,0.004797289000000001,0.0047858186,2.0850178416,0.853868778,169.0817901611,-1,169.681489563,-1,170.770173645,-1,177.9195657349,-1,,-1,,-1,170.1353075711,172.4392043506,43.579826359,44.0117487366,-2.3038967796,-2.3707118603,0.0668150807,175.4959557301,170.770173645,166.04439156,9.4515641701,0.25350220430000003,-86.3987157011,-86.3987157011,-3.6339111327999998,-2.1118268315,-8.9557189941,-5.0484305165,0.5261993408,0.3133739667,0.0158487372,0.0134569751,62389850.0,0.7644144039,8033208257.374573,167.0305333231,177.3961029053,-1,1
2024-04-04,167.6163330078,170.6942211443,167.6163330078,169.0758380772,53704400,-0.0048922407,-0.0049042469,3.0778881365,-1.4595050694,168.5535888672,-1,169.4283081055,-1,170.7612380981,-1,177.4210946655,-1,,-1,,-1,169.7477685057,172.0800382489,42.8410034524,45.4170630141,-2.3322697432,-2.3630234349,0.030753691700000002,175.5113194194,170.7612380981,166.0111567769,9.5001626425,0.1689630264,-94.3486011057,-94.3486011057,-2.6410064696999997,-1.551185093,-2.5318145752,-1.488005959,-0.1787109375,-0.10650549220000001,0.0097143395,0.0132169055,57142160.0,0.9398384660000001,9001734594.384766,167.0305333231,177.3961029053,-1,-1
2024-04-05,168.3708953857,169.1751176568,167.7453824416,168.3808186317,42104800,0.0045017235,0.004491621,1.4297352152,-0.0099232459,168.1763000488,1,169.1602325439,-1,170.7041481018,-1,176.9724209595,-1,,-1,,-1,169.5359397826,171.8039228089,42.0991874087,22.8526495696,-2.2679830263,-2.3440153492,0.076032323,175.5440097461,170.7041481018,165.8642864575,9.6797232885,0.2589546058,-87.0690939648,-87.0690939648,-1.8864440918,-1.1079957537,-2.6807556152,-1.5672199593,-1.1417999268,-0.6735778253,0.0096549628,0.013210801400000001,54236630.0,0.7763166701,7089222876.037598,167.0305333231,177.3961029053,-1,-1
2024-04-08,167.2489624023,167.9936149644,167.040468169,167.8248288683,37425500,-0.0066634615000000005,-0.0066857615,0.9531467954,-0.575866466,167.8625518799,-1,168.9219421387,-1,170.4906814575,-1,176.5149926758,-1,,-1,,-1,169.1840941724,171.4649678079,34.721601617,25.4454288895,-2.2808736355,-2.3313870044,0.0505133689,175.5509363067,170.4906814575,165.4304266084,10.1205096983,0.1796881628,-97.892744074,-97.892744074,-1.5687408447,-0.9292513845,-2.3829040527,-1.4047502409,-4.2693328857,-2.4891413937,0.009540754200000001,0.0132011174,52550350.0,0.7121836486,6259376042.388916,167.0305333231,177.3961029053,-1,-1
2024-04-09,168.4602661133,168.8673464856,167.1496854743,167.4971809153,42373800,0.0072425185000000005,0.0072164175,1.7176610113000002,0.9630851979,168.0273681641,1,168.9179702759,-1,170.3139511108,-1,176.1549707031,-1,,-1,,-1,169.0727352231,171.2414505859,30.9320772877,37.7536908523,-2.1687153629,-2.2988526718,0.130137309,175.3998381417,170.3139511108,165.22806408,10.1717740617,0.31776187850000004,-84.4492669926,-86.2069056709,0.8240814209,0.4915892249,-0.039718627900000004,-0.0235718881,-3.5346069336,-2.0550652883,0.0096954367,0.0131782563,51048890.0,0.8300631023,7138301624.230957,167.0305333231,177.3961029053,1,-1
2024-04-10,166.5837402344,167.8843976107,165.9185191011,167.5964719545,49709300,-0.011139278800000001,-0.0112017852,1.9658785096,-1.0127317201,167.6560394287,-1,168.3689147949,-1,170.1476448059,-1,175.8296072388,-1,,-1,,-1,168.6898106291,170.8950765817,40.1318529796,35.6320034231,-2.2052659527,-2.280135326,0.07486937340000001,175.4997266569,170.1476448059,164.7955629549,10.704163702,0.1670543659,-89.6764373438,-94.2041709767,-1.8566436768,-1.1022556668,-5.4905548096,-3.1908047673,-3.3261260986,-1.9575826704,0.0068040627,0.0132541172,49992490.0,0.9943353492,8280761118.432617,165.9185191011,177.3961029053,-1,-1
2024-04-11,173.7919769287,174.2089957058,166.961040892,167.1397502393,91070300,0.04327095,0.0423609218,7.2479548138,6.6522266894,168.8911682129,1,168.72237854,1,170.248916626,1,175.599621582,-1,,-1,,-1,169.4747632592,171.1104438625,55.623511847,72.3022831555,-1.6356806033,-2.1512443706,0.5155637673,175.8028231562,170.248916626,164.6950100957,11.1078130605,0.8189701054,-5.0300941306,-31.4014346403,6.1756439209,3.6843926902,3.5346374512,2.076055847,2.0254364014,1.1791798305,0.0157553521,0.0156646275,52532250.0,1.7336074507,15827287476.490784,165.9185191011,177.3961029053,1,1
2024-04-12,175.2912139893,177.088306393,172.9679016601,173.0175330437,101670900,0.008626618400000001,0.008589621700000001,4.1204047329,2.2736809456,170.2752319336,1,169.2257659912,1,170.4440162659,1,175.4196508789,-1,,-1,,-1,170.3696056613,171.4211753245,61.575982297,73.6303157895,-1.0515696632,-1.9313094143,0.8797397511,176.4243544029,170.4440162659,164.4636781289,11.960676274,0.9052611752,-16.0888686308,-18.3391291401,6.9203186035,4.110163213,5.0338745117,2.9566270254,3.9019927979,2.2766850626,0.015859385400000002,0.0157291711,56132070.0,1.8112800757,17822015488.380432,165.9185191011,177.3961029053,1,1
2024-04-15,171.4587249756,175.370635251,171.2700772491,174.1096860924,73531800,-0.0218635545,-0.0221061039,4.1005580018,-2.6509611168,171.1171844482,1,169.4898681641,1,170.3928833008,1,175.1267376709,-1,,-1,,-1,170.5371630854,171.4239654666,55.449889037,60.9755736117,-0.8868023812,-1.7224079963999999,0.8356056152,176.3170991513,170.3928833008,164.4686674503,11.848431701,0.5899563505000001,-50.4000771929,-51.7302076027,4.2097625732,2.5170634919,2.6410217285,1.5644222601000002,-1.0226593018,-0.5929099572000001,0.0174274529,0.0155490774,58861200.0,1.2492405863,12607668673.15979,165.9185191011,177.3961029053,1,-1
2024-04-16,168.1723327637,172.5210932509,167.0702464097,170.525429918,73711200,-0.0191672498,-0.019353323000000002,5.4508468411,-2.3530971544,171.0595977783,-1,169.5434829712,-1,170.0602722168,-1,174.7359689331,-1,,-1,,-1,170.1733419215,171.1824074535,42.7356808096,49.5044882784,-1.0090655319,-1.5797394973999999,0.5706739654,175.675779257,170.0602722168,164.4447651766,11.2310140804,0.331899467,-79.8222329245,-80.3633438793,-0.2879333496,-0.1709206309,0.5361480713,0.3198283666,-6.6522216797,-3.8050843034,0.0184936129,0.0150556058,61299370.0,1.2024789162,12396184454.80957,165.9185191011,177.3961029053,-1,-1
2024-04-17,166.8021850586,169.4332848939,166.8021850586,168.4007066047,50901200,-0.0081472837,-0.0081806542,2.6310998353,-1.5985215461,171.1032867432,-1,169.3796630859,-1,169.5305763245,-1,174.3156152344,-1,,-1,,-1,169.6547010599,170.857078187,43.4586823247,48.8987132096,-1.2023771271,-1.5042670207,0.3018898936,174.1412112171,169.5305763245,164.9199414318,9.2212697852,0.2041197873,-92.088784375,-92.3009409246,0.2184448242,0.1311321405,-1.6381988525,-0.9725689377000001,-10.5939178467,-5.9718999872000005,0.0186098357,0.015091626300000001,61620320.0,0.826045694,8490431382.104492,165.9185191011,177.088306393,1,-1
2024-04-18,165.8489990234,167.437597092,165.3625024168,166.8319457827,43122900,-0.0057144697000000005,-0.0057308598,2.0750946751,-0.9829467593000001,169.5146911621,-1,169.2029296875,-1,169.3156188965,-1,173.8978149414,-1,,-1,,-1,169.0692071549,170.4851902678,41.9448287476,43.4803777397,-1.4159831128,-1.4866102387,0.0706271258,174.1978911303,169.3156188965,164.4333466627,9.7645444676,0.1449788431,-95.8510597005,-95.8510597005,-7.9429779053,-4.570393896,-1.7673339844,-1.0543924644,-4.2991485596,-2.5267090007,0.0186316153,0.0151260904,60562170.0,0.7120435083000001,7151889799.987793,165.3625024168,177.088306393,-1,-1
2024-04-19,163.8235626221,165.2135746692,162.9101239697,165.0249420806,68149400,-0.0122125332,-0.012287718900000001,2.3034506995,-1.2013794586,167.2211608887,-1,168.7481964111,-1,168.9542144775,-1,173.4242160034,-1,,-1,,-1,168.2621834215,169.9906045807,41.0656883298,43.1594535459,-1.7284211591,-1.5349724238,-0.1934487353,174.339582116,168.9542144775,163.5688468391,10.7707352769,0.023648876000000003,-93.5574347606,-93.5574347606,-11.4676513672,-6.5420571324,-4.5473327637,-2.700783145,-7.2280883789,-4.2256758918,0.0188411876,0.015143252800000001,63166630.0,1.0788829482,11164477498.556519,162.9101239697,177.088306393,-1,-1
2024-04-22,164.6575622559,166.0674358815,163.595199201,164.339851724,48116400,0.0050908405,0.005077926,2.4722366805,0.31771053180000003,165.8609283447,-1,168.4890563965,-1,168.7054992676,-1,173.0010546875,-1,,-1,,-1,167.7076254484,169.5947256015,44.6042771732,16.9064243108,-1.8871001532,-1.6053979709,-0.2817021822,174.4091490659,168.7054992676,163.0018494692,11.4072995967,0.14514502510000002,-87.6751600875,-87.6751600875,-6.8011627197,-3.9666472037,-2.5914001465,-1.5494267404,-4.9743041992,-2.9324114055,0.0189243761,0.0149951735,64235720.0,0.7490598689,7922729128.527832,162.9101239697,177.088306393,-1,-1
2024-04-23,165.7100067139,165.8589463126,163.7441282399,164.1710702431,49537800,0.0063917165,0.0063713761,2.1148180727,1.5389364708,165.3684631348,1,168.2140304565,-1,168.5660003662,-1,172.6408416748,-1,,-1,,-1,167.4002990809,169.3064029881,45.0980564045,14.1263337348,-1.9061039072,-1.6655391590000002,-0.2405647482,174.4251675498,168.5660003662,162.7068331826,11.7183343671,0.25627989760000003,-80.2521743579,-80.2521743579,-2.4623260498,-1.4641683381,-2.7502593994,-1.6325864032,-2.7899780273,-1.6557734599,0.0188830646,0.015043089800000001,64952120.0,0.7626818031,8208909170.59021,162.9101239697,177.088306393,-1,-1
